SK_ID_CURR,TARGET
101211,0.23386423
101213,0.40064093
101223,0.11844264
101225,0.2999705
101237,0.36039764
101243,0.2572714
101244,0.43916628
101258,0.15658675
101259,0.47787672
101268,0.34256145
101269,0.073701285
101271,0.38226402
101279,0.21825472
101281,0.32905588
101287,0.12448129
101292,0.120677695
101294,0.102601364
101296,0.30387467
101297,0.15111046
101299,0.21064308
101301,0.17817679
101305,0.32666317
101308,0.41572908
101318,0.06559563
101327,0.5058707
101329,0.072561644
101332,0.18938884
101337,0.20981096
101343,0.0844481
101345,0.06996032
101346,0.072502546
101353,0.07773808
101354,0.35097176
101355,0.5078987
101356,0.08367665
101362,0.17730668
101363,0.6097501
101365,0.07751655
101366,0.42277437
101367,0.40573937
101368,0.053699963
101374,0.43303895
101380,0.08079558
101383,0.087644964
101398,0.0922964
101399,0.61326665
101401,0.452187
101412,0.30890495
101426,0.12948455
101427,0.6525555
101428,0.37614003
101429,0.3434704
101434,0.21367376
101440,0.21872282
101448,0.26548788
101449,0.20477717
101465,0.16714923
101467,0.10264205
101472,0.2055506
101478,0.2507528
101497,0.20719345
101504,0.27308106
101547,0.09388395
101548,0.29623055
101555,0.3840289
101570,0.11071725
101572,0.2768707
101578,0.16703719
101580,0.39982432
101588,0.4484608
101602,0.14496592
101610,0.45450777
101614,0.17566596
101616,0.13725793
101643,0.28826728
101644,0.11185591
101649,0.23245914
101650,0.2532004
101665,0.05977489
101667,0.30167267
101669,0.18286908
101674,0.28591925
101675,0.11984906
101678,0.29998574
101682,0.21715672
101686,0.17792529
101697,0.41835374
101700,0.68907744
101711,0.09196445
101714,0.14080505
101715,0.6121305
101728,0.15548761
101732,0.2236611
101757,0.39852142
101758,0.08725147
101759,0.32981032
101762,0.077515595
101764,0.14752398
101780,0.6747221
101784,0.052100606
101789,0.079901315
101816,0.30768913
101819,0.10194346
101827,0.06085493
101863,0.23511048
101867,0.18036087
101870,0.085719295
101873,0.52866894
101878,0.46960256
101879,0.13353227
101880,0.08420038
101887,0.1126012
101897,0.110744655
101901,0.37310216
101903,0.48193756
101920,0.07456724
101921,0.16214061
101922,0.12974922
101961,0.2937525
101962,0.09784993
101971,0.11634461
101976,0.5705972
102002,0.2531675
102005,0.17138544
102007,0.5663109
102017,0.09299667
102019,0.54889303
102029,0.08793407
102051,0.39315572
102052,0.041289642
102054,0.07196772
102062,0.21931148
102067,0.30033863
102068,0.16470566
102070,0.19523166
102090,0.28803557
102092,0.24520768
102099,0.28250724
102100,0.113006756
102112,0.21723387
102113,0.122805215
102122,0.4039916
102123,0.1873408
102125,0.16138844
102126,0.52020305
102146,0.2079974
102147,0.31310898
102151,0.14830358
102158,0.5381249
102159,0.112549126
102162,0.33968273
102165,0.1385807
102166,0.10623841
102174,0.11663491
102193,0.3507528
102198,0.115795374
102205,0.28858307
102206,0.080214165
102218,0.11929659
102221,0.09686866
102230,0.14807874
102238,0.19691361
102248,0.15609442
102252,0.5926485
102259,0.2421194
102262,0.43647093
102273,0.15175572
102286,0.33167493
102293,0.103353284
102294,0.20920596
102296,0.16163853
102298,0.19276604
102303,0.10828252
102309,0.1720275
102315,0.1379471
102340,0.09154123
102342,0.28903314
102344,0.21392472
102346,0.2498404
102347,0.07255032
102374,0.16809629
102380,0.06947598
102387,0.09792263
102393,0.17343737
102403,0.053660363
102413,0.1098003
102414,0.05091716
102415,0.13241269
102416,0.35182953
102439,0.19120444
102441,0.12624665
102443,0.067823656
102444,0.38747346
102445,0.44077918
102448,0.1769407
102449,0.16985647
102450,0.41195798
102456,0.1296214
102458,0.33115295
102459,0.12625143
102465,0.078419216
102470,0.44487903
102471,0.2956167
102475,0.1266892
102476,0.36408213
102506,0.1754538
102509,0.149403
102519,0.12834306
102522,0.1738785
102545,0.10281469
102549,0.11701006
102562,0.058715098
102563,0.06285996
102568,0.31090772
102582,0.22927524
102592,0.08493604
102597,0.34913516
102605,0.12182383
102614,0.068120725
102617,0.3220602
102634,0.3799872
102652,0.08216355
102655,0.037304003
102671,0.27151504
102694,0.62718695
102701,0.13295345
102703,0.09810704
102704,0.07062958
102713,0.07108072
102720,0.47439846
102731,0.10773252
102733,0.14474156
102749,0.07864828
102755,0.14490527
102763,0.116281465
102770,0.1608147
102772,0.22880687
102799,0.6333769
102838,0.07760653
102854,0.12158378
102862,0.31539237
102863,0.10567103
102867,0.06518588
102868,0.053871125
102878,0.23711734
102887,0.17988856
102898,0.6689061
102904,0.36945063
102912,0.17781092
102919,0.10366861
102927,0.24029395
102932,0.16144456
102933,0.23474753
102935,0.11238831
102958,0.28328013
102969,0.380065
102971,0.098742776
102975,0.16845918
102979,0.26234686
102982,0.06932308
102987,0.342198
102989,0.18794365
102995,0.18503682
102996,0.08821894
103000,0.19552381
103001,0.21152371
103004,0.204511
103010,0.08985762
103025,0.5098686
103029,0.16018835
103046,0.285339
103056,0.17104559
103062,0.2688198
103078,0.08485675
103083,0.07745686
103092,0.15175186
103096,0.26654115
103097,0.5081303
103102,0.40103632
103112,0.15224262
103132,0.14031483
103144,0.24250071
103145,0.35018486
103146,0.0682157
103147,0.18020348
103158,0.07937565
103171,0.2685339
103173,0.10000867
103184,0.13849698
103195,0.5129746
103196,0.15762657
103206,0.11535558
103230,0.38158256
103231,0.3510121
103232,0.10977292
103239,0.31556985
103240,0.38942406
103243,0.1413306
103252,0.31862158
103258,0.12366479
103259,0.4769181
103279,0.072067596
103280,0.04785901
103286,0.07255688
103287,0.74708205
103290,0.10522958
103298,0.12265978
103315,0.058884554
103319,0.1635426
103334,0.28138247
103336,0.24974944
103345,0.1457395
103368,0.107076086
103371,0.4572903
103377,0.12939417
103398,0.07447626
103404,0.1951111
103408,0.5859884
103410,0.2837096
103418,0.12387008
103420,0.5172062
103432,0.18969086
103433,0.10534225
103436,0.09258653
103440,0.132561
103453,0.25007132
103459,0.16214582
103460,0.10719325
103461,0.09047017
103462,0.20276044
103473,0.38848996
103474,0.08073168
103475,0.54978347
103478,0.49804425
103480,0.30522892
103484,0.10319546
103494,0.39908588
103513,0.18278167
103515,0.20972863
103516,0.37373656
103525,0.43950668
103541,0.5330007
103544,0.070158206
103562,0.6196374
103570,0.64683664
103572,0.4069682
103574,0.13574652
103575,0.15608399
103591,0.2861194
103594,0.16917393
103609,0.14886414
103613,0.19370143
103614,0.095411554
103615,0.14793232
103624,0.16713631
103625,0.45431015
103628,0.64502174
103629,0.14062688
103647,0.15737556
103648,0.14810176
103651,0.16805583
103658,0.08066254
103668,0.21202062
103669,0.06980434
103676,0.17224333
103682,0.40053755
103683,0.16802412
103689,0.09810042
103725,0.20775528
103733,0.25047755
103744,0.081730545
103762,0.22423516
103771,0.4354963
103773,0.049101513
103783,0.120098375
103784,0.11116532
103808,0.06727559
103812,0.27142912
103813,0.52452695
103814,0.28114295
103818,0.5801051
103824,0.061465193
103828,0.07682819
103830,0.5521696
103840,0.07631566
103842,0.23988056
103847,0.47103423
103848,0.1845774
103851,0.073518135
103854,0.3196576
103857,0.38770008
103861,0.07670254
103862,0.25720915
103865,0.22770603
103870,0.07238689
103876,0.12669781
103891,0.6743972
103908,0.28593317
103914,0.30100867
103918,0.29138535
103940,0.08780272
103963,0.34992772
103966,0.29758462
103971,0.45771545
103980,0.33709008
103984,0.20428605
103985,0.15127122
103998,0.57009166
104019,0.1024058
104026,0.14241724
104035,0.33522806
104044,0.24464546
104045,0.09497226
104047,0.53391415
104051,0.106430106
104058,0.2291393
104063,0.07278114
104066,0.4587001
104087,0.08910792
104089,0.12609741
104095,0.15616551
104098,0.26337796
104104,0.14429136
104110,0.5178328
104120,0.2786154
104122,0.114022106
104131,0.08303402
104132,0.2788432
104135,0.13806781
104136,0.11357006
104149,0.28031474
104150,0.20158938
104156,0.64055663
104165,0.26487452
104175,0.10035549
104179,0.25204903
104184,0.530408
104206,0.17514235
104216,0.68334424
104230,0.38930514
104257,0.1510644
104272,0.17560577
104273,0.24003926
104278,0.116169244
104294,0.44846213
104295,0.15707335
104297,0.180685
104298,0.2836668
104308,0.1856454
104318,0.08228046
104319,0.25620624
104320,0.37946332
104327,0.3827422
104334,0.13330339
104344,0.13195784
104350,0.14663047
104351,0.5247616
104354,0.06852375
104369,0.3451718
104376,0.2693238
104381,0.13227177
104384,0.21533592
104391,0.09808014
104394,0.13606808
104398,0.5229203
104402,0.049505927
104408,0.21783477
104409,0.084776945
104410,0.64830744
104412,0.2783879
104417,0.32226375
104424,0.3567262
104426,0.17506154
104435,0.221006
104445,0.14855048
104458,0.055259757
104460,0.21924494
104466,0.10524049
104472,0.21093789
104473,0.23233728
104479,0.073237345
104480,0.08203886
104482,0.34927717
104499,0.09561239
104501,0.07418495
104502,0.073283866
104506,0.36205342
104510,0.072134756
104512,0.26524666
104520,0.4414608
104528,0.21356283
104529,0.07106103
104541,0.16570571
104578,0.13529876
104584,0.25529483
104588,0.20525791
104602,0.5147887
104610,0.08343203
104611,0.5415497
104618,0.2510208
104620,0.17260256
104622,0.10721349
104624,0.12459087
104625,0.48100632
104634,0.2940251
104639,0.2063413
104646,0.16684933
104647,0.20000239
104652,0.11813499
104670,0.37752575
104677,0.08426317
104685,0.38256302
104691,0.1432585
104696,0.20775206
104699,0.072043106
104712,0.30273977
104714,0.15181081
104717,0.20489398
104718,0.09309579
104740,0.13439813
104741,0.13089797
104743,0.042040136
104744,0.12782927
104747,0.24485372
104767,0.19781166
104772,0.5539993
104776,0.55682474
104779,0.07575474
104814,0.105401225
104815,0.103485845
104830,0.21473445
104831,0.3240226
104833,0.20974767
104839,0.14538258
104840,0.13516298
104860,0.2214495
104861,0.13922821
104866,0.16772594
104870,0.11242653
104877,0.27616343
104878,0.06897594
104879,0.11933246
104880,0.15195033
104899,0.26542988
104906,0.15633152
104907,0.26243606
104913,0.42849872
104916,0.15244405
104921,0.257277
104930,0.15643457
104931,0.61544216
104936,0.12209448
104937,0.105869874
104942,0.09865677
104943,0.19842385
104969,0.30617675
104972,0.6044542
104988,0.22607528
105013,0.12720467
105015,0.094737306
105019,0.16299696
105027,0.12251657
105030,0.29730228
105035,0.527574
105041,0.077008836
105051,0.31195715
105056,0.19691025
105067,0.7380257
105071,0.17058837
105072,0.08803786
105074,0.2782348
105091,0.19941688
105101,0.14128405
105103,0.13270146
105134,0.16126466
105139,0.10778677
105142,0.34458163
105146,0.123620614
105163,0.11089686
105168,0.21524261
105172,0.08833835
105176,0.7085159
105195,0.17074601
105196,0.44413704
105197,0.08581971
105203,0.12979192
105223,0.32704747
105227,0.339585
105228,0.06459486
105230,0.2816641
105231,0.4419399
105239,0.14551425
105242,0.31405625
105244,0.16416155
105245,0.17314497
105248,0.1586133
105249,0.15192668
105266,0.39413336
105271,0.52615756
105276,0.14019284
105282,0.10501854
105292,0.30057248
105297,0.06906164
105332,0.17386901
105333,0.12293002
105343,0.14275707
105344,0.12767202
105345,0.30340162
105357,0.09618911
105359,0.16481128
105366,0.13226925
105367,0.19301456
105370,0.050868377
105377,0.18177487
105390,0.21108353
105399,0.07320745
105403,0.18285568
105404,0.1816762
105414,0.08156022
105417,0.16280214
105425,0.42914838
105452,0.33259153
105454,0.30813804
105456,0.20450786
105470,0.10670811
105471,0.09593002
105483,0.37064826
105493,0.3030485
105508,0.18138526
105514,0.16779324
105515,0.056688584
105528,0.5388157
105529,0.10952415
105531,0.26428273
105532,0.20884162
105558,0.067306764
105574,0.079376064
105578,0.063258365
105584,0.54781497
105595,0.20970748
105617,0.25993666
105618,0.13785703
105621,0.12741375
105625,0.2552972
105629,0.2414253
105630,0.07131015
105634,0.13185877
105635,0.12505485
105641,0.20362581
105647,0.37528887
105648,0.20441927
105655,0.14039713
105657,0.073662505
105672,0.32955766
105678,0.5381519
105682,0.35592693
105691,0.22959062
105692,0.10224788
105706,0.11754477
105712,0.12894651
105720,0.22541568
105734,0.080205515
105735,0.15668277
105736,0.52453834
105737,0.061971303
105738,0.30966318
105740,0.37178907
105744,0.19110312
105747,0.19934514
105749,0.45035917
105754,0.17883608
105758,0.13956067
105760,0.2615888
105767,0.36129436
105784,0.40258348
105791,0.09598715
105802,0.5596322
105807,0.36852926
105809,0.12280182
105816,0.18078946
105817,0.10420249
105824,0.31730232
105832,0.20621164
105856,0.09238384
105865,0.11371495
105899,0.579192
105906,0.09323503
105916,0.2610715
105923,0.28409982
105937,0.2672542
105965,0.07256198
105966,0.23826963
105968,0.36734146
105973,0.10244103
105976,0.44109848
105978,0.37995502
105979,0.10819611
105991,0.40751597
105998,0.52356124
105999,0.13511667
106000,0.5853329
106001,0.24021086
106010,0.25794208
106011,0.06850633
106013,0.54488385
106015,0.12336146
106026,0.09125318
106032,0.1303921
106035,0.64803815
106040,0.2161378
106041,0.49266726
106044,0.063951515
106053,0.4457404
106054,0.052059434
106065,0.5559984
106081,0.17780358
106083,0.21408139
106087,0.13313852
106090,0.43357643
106101,0.06257138
106102,0.09422684
106109,0.23393218
106116,0.26523983
106150,0.050187908
106155,0.3275142
106166,0.07234556
106176,0.38006362
106189,0.12045307
106199,0.23241065
106205,0.37121367
106206,0.2924933
106211,0.10001697
106214,0.15625983
106216,0.18052496
106217,0.13656338
106225,0.18449937
106249,0.15303418
106256,0.40150166
106258,0.17255084
106261,0.097698756
106262,0.3848972
106264,0.067911014
106271,0.16067886
106276,0.108290195
106277,0.31604108
106286,0.29513243
106293,0.1050284
106295,0.32947427
106296,0.16568772
106297,0.35149458
106298,0.18516663
106311,0.09584883
106314,0.25957042
106320,0.16866677
106334,0.18262082
106346,0.43724844
106347,0.09127311
106349,0.14267007
106354,0.16927491
106360,0.12794733
106373,0.369321
106377,0.23327878
106386,0.35502437
106387,0.14168434
106391,0.07311646
106401,0.5835172
106411,0.34397918
106413,0.56684446
106426,0.2586164
106427,0.3193827
106428,0.30344263
106434,0.31050834
106438,0.16339867
106440,0.15298882
106441,0.08540343
106452,0.24541159
106453,0.31631592
106454,0.24346709
106457,0.39068016
106484,0.127668
106488,0.30307755
106491,0.5341732
106514,0.32821518
106527,0.2835787
106528,0.22129484
106529,0.041776534
106534,0.38067114
106550,0.35939372
106577,0.17954132
106585,0.24117099
106590,0.06252146
106607,0.20350723
106610,0.2170042
106611,0.2650489
106612,0.15079123
106624,0.16380511
106631,0.05421584
106647,0.62461984
106660,0.35590813
106674,0.10988863
106687,0.14111368
106712,0.18391521
106713,0.16645299
106717,0.1764365
106720,0.2124653
106721,0.2774203
106724,0.20320635
106735,0.28271034
106739,0.19447272
106740,0.22910595
106754,0.1833967
106760,0.6140919
106761,0.24567966
106784,0.41584474
106787,0.2567336
106797,0.07078985
106798,0.2875037
106802,0.4524288
106803,0.16767733
106804,0.5766896
106805,0.08370134
106810,0.31621507
106812,0.50807446
106813,0.3010981
106817,0.21543872
106822,0.13695648
106823,0.08202541
106827,0.101425104
106841,0.24257953
106851,0.5692527
106852,0.18387863
106853,0.50581187
106854,0.69792825
106861,0.17476916
106873,0.13677455
106877,0.17458372
106878,0.07983333
106881,0.20749307
106900,0.07490133
106906,0.10427028
106907,0.30016157
106914,0.45965636
106916,0.22155467
106924,0.0875719
106931,0.16145615
106936,0.298082
106937,0.44442636
106938,0.1363973
106939,0.17444597
106943,0.22450544
106944,0.51368386
106967,0.18583854
106980,0.17965761
106986,0.30605018
106987,0.10461863
106990,0.09771488
107013,0.07714107
107023,0.20688629
107033,0.16151349
107037,0.35343775
107048,0.08269774
107071,0.11783903
107081,0.053138476
107113,0.22375736
107130,0.35106936
107131,0.08338709
107145,0.43718064
107156,0.319181
107219,0.29309553
107222,0.33240497
107223,0.6049583
107232,0.39813805
107245,0.32771066
107246,0.15633923
107247,0.29978234
107256,0.040526137
107259,0.061700802
107260,0.074700706
107279,0.46670276
107280,0.2422808
107281,0.117077954
107285,0.101839215
107329,0.08630578
107337,0.36462817
107349,0.1304859
107350,0.079100646
107351,0.08185585
107359,0.37169266
107391,0.47821826
107394,0.13360824
107395,0.095522024
107406,0.13362758
107416,0.23282342
107417,0.16493367
107418,0.25609434
107419,0.14158763
107444,0.06794273
107445,0.18999399
107446,0.3874057
107460,0.41983956
107470,0.1364733
107475,0.32400975
107520,0.06369412
107526,0.2795663
107527,0.06701072
107530,0.053492695
107532,0.29386476
107534,0.2722762
107535,0.34817734
107554,0.51112556
107556,0.07621009
107559,0.34966573
107561,0.05567755
107564,0.32407027
107566,0.073180035
107571,0.2091197
107590,0.49981356
107602,0.27220902
107625,0.18538786
107626,0.6903474
107635,0.06789101
107636,0.27128035
107645,0.11246773
107652,0.5340574
107655,0.13741295
107668,0.15964173
107670,0.34775168
107677,0.044689003
107680,0.34116942
107683,0.42305446
107684,0.08782304
107691,0.20645714
107692,0.18443395
107703,0.08319345
107709,0.08358769
107710,0.35981533
107721,0.47306445
107725,0.30238992
107727,0.09055496
107739,0.09137199
107740,0.18937604
107741,0.24855359
107747,0.097530596
107765,0.70638686
107768,0.06774438
107775,0.20891672
107782,0.6336311
107790,0.16321851
107801,0.1576782
107807,0.086120345
107811,0.093314394
107817,0.21864869
107826,0.103614934
107838,0.4286753
107839,0.25396416
107843,0.27107406
107847,0.39116687
107849,0.43576312
107850,0.23084998
107867,0.27498648
107871,0.20011829
107908,0.09959683
107913,0.2321964
107927,0.10561359
107931,0.25117883
107955,0.098340444
107962,0.41733456
107977,0.28754577
107978,0.23029895
107993,0.12766421
108010,0.2702614
108016,0.15850438
108018,0.60728467
108027,0.38802764
108045,0.49622864
108069,0.54585934
108082,0.088897526
108089,0.24356884
108092,0.078383245
108106,0.09368211
108112,0.2914799
108120,0.28274435
108122,0.49770296
108135,0.084130235
108170,0.08401331
108171,0.2901417
108177,0.04811804
108180,0.16669911
108183,0.1032806
108184,0.11132173
108185,0.30190063
108192,0.29028872
108195,0.38532287
108196,0.24022338
108218,0.093593225
108219,0.333407
108243,0.36785334
108249,0.095433876
108251,0.12620799
108274,0.15468916
108280,0.682362
108289,0.13113879
108292,0.17361975
108295,0.080998555
108327,0.07606688
108332,0.16001754
108346,0.20154628
108349,0.41541237
108353,0.2486506
108362,0.27893937
108363,0.13509709
108377,0.6786302
108378,0.5589673
108381,0.08257433
108383,0.4177853
108390,0.3041087
108407,0.10521186
108408,0.14839478
108411,0.11124578
108412,0.1419636
108419,0.22068325
108436,0.5574277
108437,0.50010467
108438,0.23354186
108441,0.1463827
108448,0.08424742
108449,0.17961456
108466,0.09889932
108467,0.3916219
108473,0.21365882
108474,0.25850073
108476,0.13916136
108479,0.11202072
108486,0.05675932
108493,0.1585722
108501,0.1727841
108506,0.45694005
108510,0.25293234
108511,0.23137186
108514,0.08575504
108517,0.088849455
108519,0.20210065
108522,0.053589
108548,0.34424216
108554,0.21695113
108555,0.49314898
108559,0.11723284
108562,0.14117455
108571,0.24898121
108572,0.10991161
108579,0.15295158
108583,0.087305784
108584,0.09451746
108592,0.09430121
108602,0.089409344
108609,0.116029
108613,0.25513554
108616,0.17923775
108618,0.2466203
108620,0.08386494
108643,0.09121514
108649,0.11748043
108654,0.48163202
108655,0.08342737
108656,0.112839065
108667,0.2738733
108668,0.22645847
108682,0.23979142
108690,0.2055043
108691,0.2702361
108692,0.30718952
108695,0.18015987
108699,0.12550566
108710,0.41074872
108718,0.56864816
108739,0.4171597
108740,0.08969333
108741,0.04705204
108742,0.33274612
108763,0.051461
108767,0.3136686
108769,0.31358597
108779,0.5468544
108788,0.12504216
108801,0.13305593
108802,0.19028915
108810,0.23987274
108811,0.108810276
108813,0.10234807
108814,0.317756
108825,0.23208222
108826,0.25495917
108830,0.23716995
108834,0.16446239
108852,0.12859501
108887,0.4204543
108901,0.30619234
108908,0.10577249
108910,0.18053126
108920,0.23020494
108922,0.08371582
108929,0.3066262
108930,0.13367715
108937,0.42416576
108938,0.14647822
108943,0.270154
108948,0.10591852
108953,0.194966
108956,0.18624255
108965,0.09860009
108985,0.5516997
108986,0.35293403
108987,0.1094797
108990,0.056785595
108991,0.20484737
108993,0.6109506
109000,0.3754576
109001,0.31726184
109012,0.5990097
109014,0.18800901
109015,0.3519189
109021,0.11255634
109037,0.21010263
109042,0.4094025
109044,0.16065827
109046,0.73313874
109064,0.035920907
109084,0.30432466
109086,0.24419478
109092,0.041680083
109093,0.41200072
109100,0.32545817
109101,0.051812507
109110,0.18001024
109114,0.43732458
109126,0.33396423
109152,0.09556027
109162,0.1649819
109167,0.20302106
109168,0.23959222
109169,0.06865024
109179,0.1991767
109184,0.35743544
109191,0.34789205
109192,0.17345886
109193,0.081891835
109196,0.23990391
109206,0.35821202
109210,0.054948866
109244,0.38739935
109249,0.20977196
109273,0.098718785
109276,0.54859793
109281,0.13690615
109287,0.1696806
109297,0.35068405
109298,0.18350697
109306,0.10674073
109309,0.23660879
109321,0.56466097
109328,0.41820365
109336,0.119535156
109342,0.18880281
109346,0.0717475
109347,0.19499987
109348,0.48476142
109362,0.28396103
109363,0.05821172
109367,0.112572305
109370,0.0854477
109393,0.2591921
109405,0.12261738
109413,0.22534029
109414,0.74973273
109421,0.14515069
109427,0.28901097
109428,0.13337854
109429,0.31796756
109437,0.07567139
109443,0.09861577
109461,0.23999545
109468,0.26868737
109469,0.06388501
109471,0.37369165
109479,0.24247201
109484,0.06781722
109501,0.25190324
109505,0.15406127
109535,0.16152175
109539,0.07536117
109544,0.33744708
109545,0.08252773
109551,0.2952332
109553,0.09222454
109555,0.11563322
109561,0.25945556
109580,0.07569183
109583,0.57269263
109593,0.39952943
109604,0.29697752
109620,0.35905325
109635,0.06371581
109637,0.64534265
109638,0.18859012
109642,0.1904693
109649,0.066660225
109652,0.14707623
109656,0.09567491
109663,0.1951531
109696,0.5342688
109700,0.4047287
109709,0.3225941
109735,0.121000744
109740,0.13929272
109741,0.24996036
109749,0.24190761
109764,0.053687032
109771,0.32003927
109772,0.108685315
109773,0.44417495
109798,0.1718771
109802,0.36352667
109804,0.13594519
109813,0.17448029
109818,0.15779871
109848,0.16355605
109850,0.11208308
109851,0.17223066
109855,0.080635265
109871,0.6439839
109877,0.33689344
109883,0.08899726
109886,0.07442827
109905,0.303684
109936,0.6314018
109950,0.42745614
109958,0.20488155
109959,0.31338763
109969,0.194182
109971,0.06578374
109984,0.10946322
109985,0.594649
109988,0.083650135
109992,0.22231278
110005,0.19704118
110009,0.17817044
110011,0.7263095
110014,0.25932288
110026,0.09404387
110042,0.12137347
110058,0.07435651
110069,0.27902666
110080,0.11390528
110087,0.1879104
110091,0.120868355
110094,0.18292919
110098,0.36698708
110105,0.23902579
110117,0.18159142
110136,0.5554658
110138,0.5722542
110149,0.30102736
110164,0.41023964
110202,0.25364903
110212,0.06826898
110226,0.054251
110236,0.07807698
110249,0.08454233
110257,0.13560916
110258,0.0633327
110277,0.11199179
110282,0.20469014
110284,0.09249832
110286,0.15667568
110289,0.088727966
110304,0.08738196
110319,0.24407881
110324,0.23079163
110326,0.1566476
110335,0.17310642
110337,0.36281997
110338,0.23570412
110343,0.16689296
110345,0.1585466
110347,0.4025845
110355,0.047838643
110359,0.14410324
110360,0.29076412
110364,0.3918306
110371,0.3250356
110372,0.14431794
110376,0.21041405
110379,0.4868919
110380,0.28643227
110393,0.17367329
110401,0.66221154
110406,0.15091886
110411,0.24900737
110416,0.100724734
110420,0.077736914
110443,0.12822868
110465,0.105312146
110468,0.2142367
110469,0.25733823
110471,0.6399701
110487,0.55744
110491,0.2783132
110504,0.3333238
110547,0.08460999
110550,0.07398745
110559,0.33887383
110578,0.33504745
110582,0.3854394
110590,0.14523876
110598,0.18370931
110601,0.7057752
110602,0.084555626
110604,0.20025037
110625,0.6277774
110626,0.33619788
110636,0.3590265
110637,0.2661764
110638,0.37471038
110646,0.09289173
110648,0.10394421
110652,0.2176686
110681,0.13608605
110682,0.25727776
110687,0.39285734
110691,0.060924757
110694,0.1427238
110695,0.16763519
110696,0.15785357
110708,0.09679823
110710,0.13457336
110717,0.21323964
110730,0.22330676
110740,0.18189584
110742,0.07633338
110747,0.15180539
110761,0.16696034
110766,0.10371268
110769,0.090425804
110774,0.15644419
110803,0.15188988
110805,0.114131965
110809,0.54640776
110827,0.23958766
110832,0.096834555
110839,0.41196534
110859,0.40894035
110861,0.06784707
110863,0.4430569
110865,0.30448318
110881,0.229711
110889,0.111815475
110891,0.08156643
110894,0.08533017
110895,0.3255064
110907,0.55738395
110914,0.25676388
110933,0.0846686
110934,0.055816468
110937,0.0814225
110953,0.110036455
110954,0.4439006
110958,0.5777585
110970,0.21241495
110974,0.30518776
110977,0.48245448
110989,0.11114812
110993,0.6760748
110994,0.5483879
111018,0.07160821
111019,0.1818109
111030,0.26853055
111032,0.19528702
111041,0.098493986
111045,0.11435474
111048,0.06381306
111052,0.18913546
111070,0.69359434
111084,0.35493234
111091,0.23195228
111104,0.07849011
111108,0.12888849
111112,0.15696488
111127,0.047359675
111142,0.34188917
111146,0.5159478
